"","wordsum","wrkstat","age","pres08","authoritarianism","income","con_govt","conarmy","degree"
"1150",7,"KEEPING HOUSE",30,NA,7,74999.4088791605,4,"A GREAT DEAL","Graduate deg"
"1151",1,"WORKING FULL TIME",27,NA,NA,1935.84580292128,NA,NA,"<HS"
"1152",NA,"WORKING PART TIME",49,NA,6,1713.55896896982,2,"A GREAT DEAL","<HS"
"1153",7,"KEEPING HOUSE",36,"McCain",NA,74999.5612605423,NA,NA,"Junior Coll"
"1154",NA,"RETIRED",67,NA,7,21785.2091836267,4,"A GREAT DEAL","<HS"
"1155",2,"RETIRED",70,"Obama",NA,481.08126561944,NA,NA,"<HS"
"1156",NA,"WORKING PART TIME",43,NA,4,23632.8060856291,4,"A GREAT DEAL","HS"
"1157",6,"WORKING FULL TIME",58,"McCain",NA,13196.2984851448,NA,NA,"HS"
"1158",5,"WORKING FULL TIME",35,"Obama",5,20765.8535394488,4,"A GREAT DEAL","HS"
"1159",6,"WORKING PART TIME",27,NA,3,11005.7405261944,4,"ONLY SOME","Junior Coll"
"1160",NA,"UNEMPLOYED, LAID OFF",32,"Obama",5,4736.9675337053,2,"ONLY SOME","HS"
"1161",5,"WORKING FULL TIME",40,"Obama",NA,23893.8836167801,NA,NA,"HS"
"1162",4,"UNEMPLOYED, LAID OFF",54,"McCain",6,2292.7627659724,1,"ONLY SOME","HS"
"1163",NA,"RETIRED",73,"Obama",7,7347.2189865135,1,"HARDLY ANY","Junior Coll"
"1164",5,"KEEPING HOUSE",55,"Obama",NA,6404.57665597732,NA,NA,"HS"
"1165",4,"SCHOOL",23,"Obama",4,11163.6965839418,4,"A GREAT DEAL","HS"
"1166",5,"UNEMPLOYED, LAID OFF",21,NA,NA,49999.9393080547,NA,NA,"HS"
"1167",9,"WORKING PART TIME",20,NA,0,NA,2,"ONLY SOME","Junior Coll"
"1168",7,"WORKING PART TIME",47,NA,NA,55427.4659885322,NA,NA,"HS"
"1169",NA,"WORKING FULL TIME",62,"Obama",0,74995.8947774072,1,"ONLY SOME","Bachelor deg"
"1170",8,"UNEMPLOYED, LAID OFF",31,"Obama",1,120527.877476013,1,"ONLY SOME","HS"
"1171",6,"RETIRED",64,"Obama",2,38456.7937428816,1,"A GREAT DEAL","HS"
"1172",8,"KEEPING HOUSE",52,"Obama",1,28956.8422814781,2,"A GREAT DEAL","Bachelor deg"
"1173",NA,"RETIRED",83,"McCain",3,53461.4311612428,3,"ONLY SOME","Bachelor deg"
"1174",6,"WORKING FULL TIME",56,NA,NA,49998.5181893385,NA,NA,"HS"
"1175",5,"WORKING FULL TIME",30,"Obama",1,81847.270079154,2,"A GREAT DEAL","HS"
"1176",7,"WORKING FULL TIME",61,"McCain",NA,74998.2647850893,NA,NA,"HS"
"1177",9,"RETIRED",75,"McCain",2,139321.821688357,1,"ONLY SOME","Graduate deg"
"1178",NA,"RETIRED",73,"Obama",NA,81782.455422032,1,"ONLY SOME","HS"
"1179",4,"RETIRED",68,"McCain",NA,NA,NA,NA,"Junior Coll"
"1180",7,"RETIRED",69,"McCain",NA,NA,NA,NA,"Bachelor deg"
"1181",8,"WORKING PART TIME",52,"McCain",5,174916.050793998,2,"A GREAT DEAL","HS"
"1182",6,"RETIRED",59,NA,NA,11449.2212284884,NA,NA,"HS"
"1183",1,NA,39,NA,2,NA,4,"A GREAT DEAL","<HS"
"1184",NA,"RETIRED",57,"Obama",1,NA,NA,NA,"<HS"
"1185",NA,"WORKING FULL TIME",63,"McCain",3,NA,2,"A GREAT DEAL","Bachelor deg"
"1186",4,"UNEMPLOYED, LAID OFF",29,"Obama",NA,NA,NA,NA,"HS"
"1187",8,"KEEPING HOUSE",19,NA,1,14301.5876598043,1,"ONLY SOME","<HS"
"1188",NA,"WORKING FULL TIME",30,"McCain",5,18312.3738664628,4,"A GREAT DEAL","<HS"
"1189",8,"WORKING FULL TIME",38,"McCain",NA,37768.6432066042,NA,NA,"HS"
"1190",8,"WORKING FULL TIME",28,"McCain",2,37938.7574729673,3,"A GREAT DEAL","HS"
"1191",6,"RETIRED",41,NA,1,20981.128868343,1,"A GREAT DEAL","HS"
"1192",NA,"WORKING FULL TIME",56,"Obama",4,49996.122212671,2,"A GREAT DEAL","Junior Coll"
"1193",4,"WORKING PART TIME",24,"McCain",1,3597.08940239499,4,"A GREAT DEAL","Bachelor deg"
"1194",NA,"WORKING FULL TIME",58,"Obama",3,51999.1438432103,3,"ONLY SOME","HS"
"1195",6,"WORKING PART TIME",28,"Obama",NA,NA,NA,NA,"Bachelor deg"
"1196",NA,"RETIRED",55,"McCain",4,NA,NA,"A GREAT DEAL","HS"
"1197",6,"WORKING FULL TIME",41,NA,NA,31022.5525836795,NA,NA,"HS"
"1198",6,"UNEMPLOYED, LAID OFF",29,"Obama",NA,23409.1427520465,NA,NA,"HS"
"1199",6,"RETIRED",65,"Obama",NA,49992.0728655392,NA,NA,"HS"
"1200",2,"RETIRED",64,NA,NA,NA,NA,NA,"Junior Coll"
"1201",NA,"WORKING FULL TIME",41,NA,3,49997.32218612,3,"ONLY SOME","Junior Coll"
"1202",NA,"UNEMPLOYED, LAID OFF",39,NA,2,37482.3500228141,4,"A GREAT DEAL","<HS"
"1203",7,"WORKING FULL TIME",29,"McCain",NA,49996.5985107144,NA,NA,"HS"
"1204",2,"RETIRED",54,"Obama",NA,49993.7166201559,NA,NA,"HS"
"1205",NA,"WORKING FULL TIME",47,"McCain",1,55622.4579637403,4,"A GREAT DEAL","HS"
"1206",6,"TEMP NOT WORKING",44,"Obama",NA,49998.024223511,NA,NA,"HS"
"1207",5,"WORKING FULL TIME",24,"Obama",3,27959.9081708162,2,"A GREAT DEAL","HS"
"1208",8,"WORKING PART TIME",33,"Obama",1,74998.9905654514,2,"ONLY SOME","HS"
"1209",NA,"KEEPING HOUSE",60,"McCain",1,175123.366753945,3,"ONLY SOME","Junior Coll"
"1210",6,"TEMP NOT WORKING",60,"McCain",NA,176441.376856231,NA,NA,"HS"
"1211",NA,"WORKING FULL TIME",53,"McCain",1,176031.969877544,1,"A GREAT DEAL","Bachelor deg"
"1212",NA,"WORKING FULL TIME",19,NA,4,NA,3,"A GREAT DEAL","<HS"
"1213",1,"WORKING FULL TIME",46,"Obama",NA,174767.514172122,NA,NA,"HS"
"1214",NA,"RETIRED",84,NA,NA,NA,NA,NA,"<HS"
"1215",6,"TEMP NOT WORKING",37,"Obama",1,32848.7937382476,1,"ONLY SOME","HS"
"1216",NA,"WORKING PART TIME",35,NA,0,265.141811016499,1,"HARDLY ANY","Bachelor deg"
"1217",7,"RETIRED",60,NA,NA,NA,NA,NA,"Junior Coll"
"1218",NA,"WORKING FULL TIME",46,"Obama",3,21070.4336611938,2,"ONLY SOME","HS"
"1219",4,"WORKING FULL TIME",26,NA,6,16713.0259978556,NA,"A GREAT DEAL","<HS"
"1220",2,"UNEMPLOYED, LAID OFF",31,"McCain",NA,10979.9184373,NA,NA,"Bachelor deg"
"1221",NA,"RETIRED",67,"Obama",1,175185.91379786,3,"ONLY SOME","HS"
"1222",NA,"RETIRED",67,"Obama",1,119303.992915598,4,"A GREAT DEAL","Graduate deg"
"1223",4,"RETIRED",88,"McCain",NA,NA,NA,NA,"Bachelor deg"
"1224",7,"WORKING FULL TIME",40,"Obama",1,81739.6942940063,1,"ONLY SOME","HS"
"1225",NA,"RETIRED",70,"Obama",1,74995.0805512198,4,"ONLY SOME","Bachelor deg"
"1226",3,"KEEPING HOUSE",44,"McCain",5,49999.9428163557,1,"HARDLY ANY","<HS"
"1227",NA,"WORKING FULL TIME",39,"Obama",2,83017.2322147735,2,"A GREAT DEAL","Junior Coll"
"1228",NA,"RETIRED",65,"McCain",3,74998.8831665515,1,"A GREAT DEAL","HS"
"1229",2,"WORKING FULL TIME",33,NA,NA,11803.0279765401,NA,NA,"HS"
"1230",5,NA,63,"Obama",2,37523.5955264448,1,"ONLY SOME","Bachelor deg"
"1231",NA,"WORKING FULL TIME",31,"Obama",3,30993.8707342444,3,"A GREAT DEAL","HS"
"1232",5,"WORKING FULL TIME",23,"Obama",NA,NA,NA,NA,"HS"
"1233",NA,"RETIRED",71,"McCain",6,56827.1949726292,1,"ONLY SOME","HS"
"1234",0,"WORKING FULL TIME",32,NA,6,49994.8642686431,1,"ONLY SOME","HS"
"1235",NA,"WORKING FULL TIME",52,"Obama",6,49999.3536720332,3,"A GREAT DEAL","Junior Coll"
"1236",7,"RETIRED",77,"Obama",NA,13769.5132010434,NA,NA,"HS"
"1237",9,"TEMP NOT WORKING",63,"McCain",5,82555.801630293,1,"A GREAT DEAL","HS"
"1238",4,"WORKING FULL TIME",42,"Obama",3,49995.303651416,1,"A GREAT DEAL","HS"
"1239",NA,"WORKING PART TIME",52,NA,0,NA,4,"A GREAT DEAL","Bachelor deg"
"1240",5,"RETIRED",70,"McCain",NA,NA,NA,NA,"Graduate deg"
"1241",NA,"KEEPING HOUSE",23,NA,5,6641.62368330305,NA,"ONLY SOME","<HS"
"1242",4,"RETIRED",84,"McCain",NA,49997.8440892425,NA,NA,"Bachelor deg"
"1243",6,"WORKING FULL TIME",30,NA,NA,37482.14678425,NA,NA,"HS"
"1244",NA,NA,59,NA,NA,NA,NA,NA,"<HS"
"1245",6,"KEEPING HOUSE",61,"Obama",1,37191.6683198098,3,"A GREAT DEAL","HS"
"1246",NA,"UNEMPLOYED, LAID OFF",37,NA,4,16349.8249600938,1,"HARDLY ANY","HS"
"1247",6,"WORKING FULL TIME",41,NA,NA,74999.6325065881,NA,NA,"<HS"
"1248",6,"RETIRED",55,"Obama",3,13853.4745303521,3,"ONLY SOME","HS"
"1249",NA,"KEEPING HOUSE",31,"McCain",1,16201.754555477,3,"A GREAT DEAL","Junior Coll"
"1250",6,"UNEMPLOYED, LAID OFF",21,NA,1,428.453014049908,3,"HARDLY ANY","HS"
"1251",NA,"WORKING FULL TIME",28,NA,5,49993.5759550849,4,"A GREAT DEAL","HS"
"1252",9,"WORKING FULL TIME",35,NA,NA,37327.5310336802,NA,NA,"Bachelor deg"
"1253",5,"WORKING FULL TIME",52,"McCain",3,174694.138223788,1,"A GREAT DEAL","Bachelor deg"
"1254",6,"WORKING FULL TIME",63,NA,5,13495.1974126241,4,"A GREAT DEAL","Graduate deg"
"1255",5,"SCHOOL",46,"Obama",NA,11015.7068988394,NA,NA,"HS"
"1256",8,"WORKING FULL TIME",64,NA,2,37631.8997746094,1,"A GREAT DEAL","HS"
"1257",NA,"WORKING PART TIME",29,"Obama",1,49991.9386954844,4,"A GREAT DEAL","HS"
"1258",8,"WORKING FULL TIME",41,"Obama",1,83004.6742152607,2,"ONLY SOME","Graduate deg"
"1259",NA,"UNEMPLOYED, LAID OFF",60,"Obama",4,49997.9868485873,3,"ONLY SOME","Bachelor deg"
"1260",NA,"KEEPING HOUSE",38,NA,3,15895.4862157956,1,"A GREAT DEAL","<HS"
"1261",1,"KEEPING HOUSE",81,"McCain",NA,10438.8349536438,NA,NA,"<HS"
"1262",5,NA,52,NA,4,38250.4216133251,2,"A GREAT DEAL","HS"
"1263",6,"WORKING FULL TIME",62,"McCain",NA,NA,NA,NA,"HS"
"1264",5,"WORKING FULL TIME",46,"McCain",6,39012.4895581094,2,"A GREAT DEAL","HS"
"1265",NA,"UNEMPLOYED, LAID OFF",27,NA,4,8449.63495505757,1,"A GREAT DEAL","HS"
"1266",5,"WORKING FULL TIME",43,"McCain",NA,176650.744879779,NA,NA,"Bachelor deg"
"1267",6,"KEEPING HOUSE",48,NA,3,49997.9716251093,1,"ONLY SOME","HS"
"1268",3,NA,37,"Obama",NA,7337.33918992063,NA,NA,"HS"
"1269",9,"WORKING FULL TIME",55,"McCain",NA,NA,NA,NA,"Graduate deg"
"1270",NA,"SCHOOL",19,NA,4,NA,4,"A GREAT DEAL","<HS"
"1271",6,"RETIRED",59,"McCain",5,NA,1,"A GREAT DEAL","HS"
"1272",6,"WORKING FULL TIME",37,"Obama",4,NA,3,"ONLY SOME","Graduate deg"
"1273",5,"RETIRED",NA,"Obama",NA,21706.1611600218,NA,NA,"HS"
"1274",NA,"TEMP NOT WORKING",37,"Obama",0,174046.625292473,3,"A GREAT DEAL","Graduate deg"
"1275",NA,"WORKING FULL TIME",47,"Obama",4,174960.647387119,2,"ONLY SOME","Graduate deg"
"1276",3,"KEEPING HOUSE",77,NA,NA,37395.3983603795,NA,NA,"<HS"
"1277",3,"WORKING FULL TIME",21,NA,NA,7777.20309233032,NA,NA,"HS"
"1278",2,"RETIRED",71,"Obama",1,21828.2302828847,NA,NA,"HS"
"1279",NA,"WORKING PART TIME",59,"Obama",2,NA,1,"A GREAT DEAL","Graduate deg"
"1280",7,"WORKING FULL TIME",28,"Obama",4,26158.2470404465,3,"A GREAT DEAL","HS"
"1281",NA,"WORKING FULL TIME",57,"McCain",4,NA,3,"A GREAT DEAL","HS"
"1282",6,"WORKING FULL TIME",37,NA,NA,74999.5476693807,NA,NA,"Graduate deg"
"1283",4,"WORKING FULL TIME",37,"Obama",3,56504.578133782,4,"A GREAT DEAL","HS"
"1284",1,NA,49,NA,NA,7385.27317743249,NA,NA,"HS"
"1285",NA,"WORKING FULL TIME",63,"Obama",0,74999.6296253885,2,"A GREAT DEAL","HS"
"1286",NA,"KEEPING HOUSE",22,"Obama",2,219.824042877361,1,"A GREAT DEAL","<HS"
"1287",5,"WORKING FULL TIME",45,"Obama",NA,82230.6633686182,NA,NA,"HS"
"1288",10,"RETIRED",82,"Obama",1,38601.8611107839,3,"A GREAT DEAL","Graduate deg"
"1289",NA,"RETIRED",59,"Obama",2,81317.5621340851,2,"ONLY SOME","Graduate deg"
"1290",7,NA,41,"Obama",NA,15572.4680485861,NA,NA,"HS"
"1291",NA,"WORKING FULL TIME",47,NA,1,26941.735437014,1,"ONLY SOME","HS"
"1292",NA,"KEEPING HOUSE",29,NA,2,757.625348421635,2,"ONLY SOME","<HS"
"1293",4,"WORKING FULL TIME",52,NA,0,10322.2839038586,4,"A GREAT DEAL","HS"
"1294",NA,"WORKING FULL TIME",24,NA,1,NA,4,"A GREAT DEAL","HS"
"1295",NA,"RETIRED",72,"Obama",NA,13749.0209993828,3,"A GREAT DEAL","HS"
"1296",NA,"WORKING FULL TIME",52,"Obama",4,31455.1531854361,3,"A GREAT DEAL","HS"
"1297",NA,"WORKING FULL TIME",54,NA,1,74999.2954671825,3,"A GREAT DEAL","Bachelor deg"
"1298",8,"WORKING FULL TIME",61,"Obama",NA,NA,NA,NA,"Graduate deg"
"1299",5,"KEEPING HOUSE",37,"McCain",1,139889.010379479,3,"A GREAT DEAL","Bachelor deg"
"1300",NA,"WORKING FULL TIME",65,"McCain",1,174634.0924891,4,"A GREAT DEAL","Bachelor deg"
"1301",9,"WORKING FULL TIME",33,"McCain",4,175991.338857601,3,"A GREAT DEAL","Bachelor deg"
"1302",4,"WORKING FULL TIME",64,NA,NA,54717.7225543021,NA,NA,"<HS"
"1303",NA,"KEEPING HOUSE",52,"Obama",3,118852.386757624,3,"A GREAT DEAL","Bachelor deg"
"1304",NA,"RETIRED",71,NA,3,74999.2543842582,NA,"A GREAT DEAL","HS"
"1305",5,"WORKING FULL TIME",65,"Obama",3,39246.5175135584,3,"A GREAT DEAL","HS"
"1306",2,"KEEPING HOUSE",19,NA,6,6368.71906324618,1,"ONLY SOME","<HS"
"1307",NA,"RETIRED",60,"Obama",1,74999.8651860444,2,"ONLY SOME","HS"
"1308",NA,NA,60,"McCain",0,32058.3784429466,1,"ONLY SOME","HS"
"1309",4,"WORKING FULL TIME",25,"Obama",NA,27896.526226936,NA,NA,"HS"
"1310",5,"WORKING FULL TIME",51,"McCain",NA,NA,NA,NA,"HS"
"1311",NA,"RETIRED",66,"Obama",3,74999.2870569936,3,"ONLY SOME","HS"
"1312",NA,"RETIRED",68,NA,7,31606.2901087503,2,"ONLY SOME","HS"
"1313",NA,"WORKING FULL TIME",52,NA,NA,16433.1205513138,NA,"HARDLY ANY","HS"
"1314",9,"WORKING FULL TIME",37,"Obama",NA,55854.2959274595,NA,NA,"Graduate deg"
"1315",10,"RETIRED",87,"McCain",1,NA,2,"ONLY SOME","Bachelor deg"
"1316",8,"SCHOOL",26,"Obama",NA,19511.9219676616,NA,NA,"Bachelor deg"
"1317",10,"RETIRED",76,"Obama",0,81970.9330520615,3,"ONLY SOME","Bachelor deg"
"1318",8,NA,47,"McCain",NA,173837.076019894,NA,NA,"Bachelor deg"
"1319",9,"WORKING FULL TIME",52,"Obama",3,55874.8726151487,2,"ONLY SOME","Bachelor deg"
"1320",8,"WORKING FULL TIME",68,"Obama",4,119679.995440471,4,"ONLY SOME","Graduate deg"
"1321",6,"WORKING FULL TIME",53,"McCain",NA,NA,NA,NA,"HS"
"1322",4,"KEEPING HOUSE",60,NA,1,5622.31686352488,NA,"A GREAT DEAL","<HS"
"1323",6,"WORKING FULL TIME",30,"Obama",NA,54987.4328654811,NA,NA,"HS"
"1324",6,"RETIRED",82,"McCain",3,27459.5509543188,1,"A GREAT DEAL","HS"
"1325",6,"WORKING FULL TIME",34,"McCain",NA,20491.3274328255,NA,NA,"HS"
"1326",NA,NA,65,"Obama",2,NA,1,"A GREAT DEAL","HS"
"1327",8,"WORKING FULL TIME",57,"McCain",3,49999.5560190792,1,"A GREAT DEAL","HS"
"1328",5,"WORKING FULL TIME",65,NA,NA,34180.7075891769,NA,NA,"HS"
"1329",6,"RETIRED",73,NA,5,31778.0407385469,1,"ONLY SOME","HS"
"1330",5,"WORKING FULL TIME",50,NA,NA,74994.2011853983,NA,NA,"HS"
"1331",7,"WORKING FULL TIME",41,NA,NA,11346.0007212277,NA,NA,"HS"
"1332",NA,"WORKING FULL TIME",44,"McCain",3,NA,2,"A GREAT DEAL","Bachelor deg"
"1333",5,"RETIRED",74,"Obama",0,NA,2,"HARDLY ANY","Graduate deg"
"1334",4,"WORKING PART TIME",19,NA,NA,74993.4424459348,NA,NA,"HS"
"1335",NA,"WORKING PART TIME",69,"McCain",0,49999.5700728589,1,"A GREAT DEAL","HS"
"1336",4,"WORKING FULL TIME",62,"McCain",NA,55633.1514636458,NA,NA,"HS"
"1337",7,"KEEPING HOUSE",28,NA,1,32214.9797804759,3,"ONLY SOME","HS"
"1338",NA,"WORKING FULL TIME",44,"McCain",0,174320.420855072,1,"A GREAT DEAL","Graduate deg"
"1339",5,"KEEPING HOUSE",66,"Obama",NA,16775.6910308132,NA,NA,"Bachelor deg"
"1340",3,"RETIRED",84,"McCain",1,18413.5767880109,2,"A GREAT DEAL","<HS"
"1341",NA,"SCHOOL",29,NA,1,26817.2441359019,1,"ONLY SOME","HS"
"1342",7,"RETIRED",87,"Obama",NA,27374.1847975904,NA,NA,"HS"
"1343",NA,"RETIRED",75,NA,4,NA,4,"A GREAT DEAL","<HS"
"1344",6,"UNEMPLOYED, LAID OFF",47,"McCain",NA,6333.1504843221,NA,NA,"HS"
"1345",NA,"KEEPING HOUSE",86,"McCain",2,14096.2521996494,1,"A GREAT DEAL","HS"
"1346",4,"WORKING PART TIME",55,NA,NA,49999.9172816617,NA,NA,"HS"
"1347",6,"KEEPING HOUSE",76,"McCain",6,26419.8498408511,1,"A GREAT DEAL","HS"
"1348",NA,"RETIRED",84,NA,2,NA,4,"A GREAT DEAL","Bachelor deg"
"1349",7,"KEEPING HOUSE",80,"Obama",NA,NA,NA,NA,"HS"
"1350",NA,"RETIRED",63,NA,3,NA,2,"A GREAT DEAL","HS"
"1351",9,"WORKING FULL TIME",42,"McCain",4,81975.1921559784,1,"A GREAT DEAL","Bachelor deg"
"1352",NA,"RETIRED",59,"Obama",1,NA,4,"ONLY SOME","Graduate deg"
"1353",7,"WORKING FULL TIME",55,"McCain",3,NA,1,"ONLY SOME","Bachelor deg"
"1354",10,"KEEPING HOUSE",44,"Obama",NA,174784.086765296,NA,NA,"Bachelor deg"
"1355",NA,"WORKING FULL TIME",50,NA,3,120564.323677506,1,"A GREAT DEAL","Bachelor deg"
"1356",7,"WORKING FULL TIME",47,"McCain",NA,174425.658425261,NA,NA,"Graduate deg"
"1357",6,"WORKING FULL TIME",51,"Obama",1,74999.68341694,4,"A GREAT DEAL","Bachelor deg"
"1358",6,"WORKING FULL TIME",50,"Obama",3,23726.2202415644,1,"ONLY SOME","<HS"
"1359",9,"RETIRED",70,"Obama",NA,74999.5314667738,NA,NA,"HS"
"1360",5,"WORKING FULL TIME",30,"Obama",3,NA,4,"A GREAT DEAL","Bachelor deg"
"1361",NA,"SCHOOL",25,"Obama",1,16748.1603179873,2,"ONLY SOME","HS"
"1362",6,"SCHOOL",25,NA,3,83396.5502632352,4,"ONLY SOME","Bachelor deg"
"1363",NA,"UNEMPLOYED, LAID OFF",54,"McCain",6,9037.00727221033,3,"A GREAT DEAL","HS"
"1364",7,"RETIRED",68,"Obama",NA,24378.425239785,NA,NA,"HS"
"1365",6,"WORKING FULL TIME",47,"Obama",NA,37132.4470204287,NA,NA,"HS"
"1366",NA,NA,88,"Obama",3,174562.975353344,2,"ONLY SOME","Graduate deg"
"1367",7,"WORKING PART TIME",77,"McCain",4,31503.0193112664,3,"ONLY SOME","Graduate deg"
"1368",6,"WORKING FULL TIME",28,"McCain",NA,53961.3480171818,NA,NA,"Junior Coll"
"1369",NA,"UNEMPLOYED, LAID OFF",58,NA,1,17776.8724220604,2,"A GREAT DEAL","<HS"
"1370",0,"WORKING FULL TIME",60,"Obama",2,37364.1615978307,4,"A GREAT DEAL","<HS"
"1371",6,"RETIRED",62,"Obama",NA,37170.4306445462,NA,NA,"HS"
"1372",NA,"WORKING PART TIME",38,"Obama",1,74998.6784663456,3,"ONLY SOME","HS"
"1373",4,"KEEPING HOUSE",25,"Obama",NA,2141.35675043998,NA,NA,"HS"
"1374",6,"WORKING FULL TIME",34,"Obama",2,18280.934693119,3,"A GREAT DEAL","HS"
"1375",NA,"RETIRED",89,NA,3,21340.2519233265,1,"A GREAT DEAL","<HS"
"1376",NA,"UNEMPLOYED, LAID OFF",36,NA,1,2104.79507265251,1,"A GREAT DEAL","HS"
"1377",6,"WORKING FULL TIME",53,"McCain",3,82661.1637117042,1,"HARDLY ANY","HS"
"1378",6,"WORKING FULL TIME",46,NA,NA,49998.3863763395,NA,NA,"HS"
"1379",NA,"WORKING FULL TIME",69,NA,3,49995.3962693505,3,"HARDLY ANY","<HS"
"1380",NA,NA,63,"Obama",NA,NA,NA,NA,"HS"
"1381",NA,"WORKING FULL TIME",59,"Obama",4,49999.6343833162,4,"A GREAT DEAL","HS"
"1382",6,"WORKING PART TIME",19,NA,5,NA,3,"A GREAT DEAL","HS"
"1383",6,"WORKING FULL TIME",26,"Obama",NA,81670.3068736705,NA,NA,"HS"
"1384",8,"WORKING FULL TIME",42,NA,NA,27381.7453497831,NA,NA,"HS"
"1385",NA,"WORKING FULL TIME",52,"Obama",0,49996.6599579389,3,"ONLY SOME","HS"
"1386",6,"UNEMPLOYED, LAID OFF",31,NA,1,NA,2,"HARDLY ANY","Junior Coll"
"1387",NA,"WORKING PART TIME",46,NA,1,27363.6380364338,3,"A GREAT DEAL","Graduate deg"
"1388",6,"SCHOOL",18,NA,NA,NA,NA,NA,"<HS"
"1389",7,"KEEPING HOUSE",26,"McCain",5,74999.8705884597,3,"A GREAT DEAL","HS"
"1390",7,"WORKING FULL TIME",40,"McCain",NA,32387.8099501084,NA,NA,"HS"
"1391",7,"WORKING FULL TIME",33,"Obama",2,55843.3454540738,2,"A GREAT DEAL","HS"
"1392",6,NA,57,NA,1,74999.5900033461,3,"HARDLY ANY","HS"
"1393",6,"SCHOOL",20,NA,NA,12294.8374408241,NA,NA,"HS"
"1394",10,"WORKING FULL TIME",42,"Obama",0,83326.1281429754,3,"ONLY SOME","Graduate deg"
"1395",6,"WORKING FULL TIME",41,"Obama",NA,175027.24983061,NA,NA,"Bachelor deg"
"1396",3,"RETIRED",73,NA,2,13453.5798670862,NA,"ONLY SOME","<HS"
"1397",NA,"SCHOOL",21,NA,3,NA,2,"ONLY SOME","HS"
"1398",7,"SCHOOL",21,NA,NA,1875.02203639836,NA,NA,"HS"
"1399",6,"WORKING FULL TIME",45,"Obama",0,49998.6815763614,1,"HARDLY ANY","Graduate deg"
"1400",5,"SCHOOL",21,NA,NA,7940.06737956484,NA,NA,"HS"
"1401",10,"RETIRED",68,"Obama",1,11282.9504387924,2,"ONLY SOME","Graduate deg"
"1402",NA,"WORKING FULL TIME",46,"Obama",0,139499.307587737,4,"ONLY SOME","Graduate deg"
"1403",4,"WORKING FULL TIME",53,NA,0,32782.3082016155,3,"ONLY SOME","<HS"
"1404",NA,"WORKING FULL TIME",28,"Obama",4,30556.906660501,3,"A GREAT DEAL","HS"
"1405",7,"WORKING FULL TIME",34,"McCain",3,120001.690452799,1,"A GREAT DEAL","Junior Coll"
"1406",NA,"RETIRED",68,"Obama",6,18436.1149119655,3,"ONLY SOME","HS"
"1407",5,"WORKING PART TIME",43,NA,4,10689.588650095,4,"A GREAT DEAL","<HS"
"1408",6,"KEEPING HOUSE",42,NA,NA,7082.52113451031,NA,NA,"<HS"
"1409",5,"WORKING FULL TIME",59,"Obama",NA,82959.046452533,NA,NA,"HS"
"1410",4,"WORKING FULL TIME",57,"Obama",3,49999.1921338858,1,"HARDLY ANY","Junior Coll"
"1411",NA,"KEEPING HOUSE",24,NA,4,18484.9526834287,4,"A GREAT DEAL","<HS"
"1412",4,"WORKING PART TIME",40,NA,5,38818.3995793974,1,"A GREAT DEAL","HS"
"1413",8,"WORKING FULL TIME",41,"McCain",NA,NA,NA,NA,"Bachelor deg"
"1414",6,"WORKING FULL TIME",59,NA,0,74998.1230214053,4,"A GREAT DEAL","Junior Coll"
"1415",NA,"RETIRED",64,NA,1,74996.6058091603,1,"HARDLY ANY","HS"
"1416",9,"WORKING FULL TIME",55,"Obama",1,74995.4574344589,4,"ONLY SOME","Graduate deg"
"1417",NA,"WORKING FULL TIME",55,NA,4,NA,1,"A GREAT DEAL","HS"
"1418",5,"WORKING FULL TIME",35,"Obama",NA,74998.6159249924,NA,NA,"HS"
"1419",7,"SCHOOL",33,NA,1,NA,2,"ONLY SOME","HS"
"1420",NA,"RETIRED",83,"McCain",4,74999.584798972,1,"ONLY SOME","HS"
"1421",NA,"UNEMPLOYED, LAID OFF",48,"McCain",1,140490.616016336,1,"A GREAT DEAL","Bachelor deg"
"1422",4,"RETIRED",68,"McCain",NA,49998.1819653977,NA,NA,"Graduate deg"
"1423",5,"WORKING FULL TIME",60,"Obama",NA,18978.0942653242,NA,NA,"HS"
"1424",6,"UNEMPLOYED, LAID OFF",38,"Obama",2,14161.9426437131,1,"A GREAT DEAL","HS"
"1425",5,"WORKING PART TIME",24,NA,NA,23733.0571550411,NA,NA,"HS"
"1426",5,"RETIRED",77,"McCain",1,31578.8016201729,1,"ONLY SOME","HS"
"1427",NA,"SCHOOL",46,"Obama",5,26716.3940643496,1,"A GREAT DEAL","HS"
"1428",9,"RETIRED",83,"Obama",1,74999.8037814465,2,"HARDLY ANY","Graduate deg"
"1429",NA,"RETIRED",89,NA,2,14641.5563222124,3,"ONLY SOME","<HS"
"1430",6,"RETIRED",86,"Obama",5,26602.0294459633,3,"A GREAT DEAL","HS"
"1431",6,"KEEPING HOUSE",34,"McCain",NA,21366.2131366682,NA,NA,"HS"
"1432",NA,"RETIRED",45,"McCain",5,32623.3478691775,4,"A GREAT DEAL","Junior Coll"
"1433",NA,"RETIRED",81,NA,NA,NA,NA,"HARDLY ANY","<HS"
"1434",NA,"WORKING FULL TIME",45,"Obama",0,121344.389834278,3,"ONLY SOME","Bachelor deg"
"1435",6,"WORKING FULL TIME",42,"McCain",NA,54735.8604309537,NA,NA,"Junior Coll"
"1436",NA,"WORKING FULL TIME",43,"McCain",4,74999.9804950102,2,"HARDLY ANY","HS"
